trial,filter,tagp_total_deg,tagp_heading_deg,tagp_inclination_deg,zero_shot_total_deg
29_disturbed_stationary_magnet_B.hdf5,ARBITER,14.222843162424946,13.543305921756948,4.358256445950286,
29_disturbed_stationary_magnet_B.hdf5,VQF,5.726114280216249,5.626717441691667,1.0626949290842853,
30_disturbed_stationary_magnet_C.hdf5,Complementary,24.61020977233785,22.37193433311255,10.350425553741657,
30_disturbed_stationary_magnet_C.hdf5,Mahony,18.903343535449363,16.425059295100723,9.393050420136568,
30_disturbed_stationary_magnet_C.hdf5,Madgwick,5.549276093513622,2.4846529252662113,4.9624006004884595,
30_disturbed_stationary_magnet_C.hdf5,MEKF,30.15779873164231,28.622471834570053,9.700219310508897,
30_disturbed_stationary_magnet_C.hdf5,ARBITER,6.872636284356469,6.239718097702169,2.8828417656650163,
30_disturbed_stationary_magnet_C.hdf5,VQF,4.08294856012107,3.886857112887938,1.2503504180565301,
31_disturbed_stationary_magnet_D.hdf5,Complementary,13.188950419342698,11.526507781570508,6.424089765028821,
31_disturbed_stationary_magnet_D.hdf5,Mahony,12.272801566303588,10.411789731525213,6.507958157567546,
31_disturbed_stationary_magnet_D.hdf5,Madgwick,3.0776577471889324,1.9327957603522323,2.395140113042806,
31_disturbed_stationary_magnet_D.hdf5,MEKF,14.395307596947177,13.12512047672328,5.934192683549166,
31_disturbed_stationary_magnet_D.hdf5,ARBITER,5.352478980402131,4.487181432260651,2.9187937776085895,
31_disturbed_stationary_magnet_D.hdf5,VQF,2.94897107403601,2.71918123334922,1.1413307930663887,
32_disturbed_attached_magnet_1cm.hdf5,Complementary,11.540988699964165,11.50376441380251,0.9274807076314557,
32_disturbed_attached_magnet_1cm.hdf5,Mahony,44.96929122474998,43.71986905336862,10.911818532722176,
32_disturbed_attached_magnet_1cm.hdf5,Madgwick,13.385761988251602,12.555444894129847,4.652363547178315,
32_disturbed_attached_magnet_1cm.hdf5,MEKF,33.713643103593824,33.40870774732883,4.659441770246765,
32_disturbed_attached_magnet_1cm.hdf5,ARBITER,6.265240736288872,3.988923284499985,4.832764952107757,
32_disturbed_attached_magnet_1cm.hdf5,VQF,3.6906636235379047,3.6480085778533504,0.559580024112026,
33_disturbed_attached_magnet_2cm.hdf5,Complementary,5.248570619924069,5.140227112732086,1.061433591482194,
33_disturbed_attached_magnet_2cm.hdf5,Mahony,12.384780241802039,10.005599638065554,7.315323693166435,
33_disturbed_attached_magnet_2cm.hdf5,Madgwick,6.477611079295216,4.4744265373866305,4.685595589385042,
33_disturbed_attached_magnet_2cm.hdf5,MEKF,10.47782194773202,9.363214468399997,4.713599103730922,
33_disturbed_attached_magnet_2cm.hdf5,ARBITER,6.3808128002055575,5.238227124194906,3.645291745617467,
33_disturbed_attached_magnet_2cm.hdf5,VQF,1.7391097527541106,1.6327302160769916,0.5989266616373748,
34_disturbed_attached_magnet_3cm.hdf5,Complementary,4.397039501751014,4.230767639756839,1.1980098192835398,
34_disturbed_attached_magnet_3cm.hdf5,Mahony,5.479618374728179,3.6565495446268903,4.082106526768425,
34_disturbed_attached_magnet_3cm.hdf5,Madgwick,3.9501544292428403,2.6352254705001523,2.942895717456873,
34_disturbed_attached_magnet_3cm.hdf5,MEKF,5.668444234719526,5.135753444059666,2.400103701423531,
34_disturbed_attached_magnet_3cm.hdf5,ARBITER,7.005791085760433,2.603279317465213,6.504572714806977,
34_disturbed_attached_magnet_3cm.hdf5,VQF,2.0624134657764457,1.958677768676775,0.6458795978292771,
35_disturbed_attached_magnet_4cm.hdf5,Complementary,3.2703975444066833,3.027704722015441,1.2364834418514694,
35_disturbed_attached_magnet_4cm.hdf5,Mahony,4.424466955819854,2.734175695354855,3.478951033698034,
35_disturbed_attached_magnet_4cm.hdf5,Madgwick,3.1618259847361814,1.7510868668794433,2.6327501824162254,
35_disturbed_attached_magnet_4cm.hdf5,MEKF,4.923812244454239,4.634418002798402,1.6637549207741795,
35_disturbed_attached_magnet_4cm.hdf5,ARBITER,6.413975388172406,3.412228794884842,5.432695371677832,
35_disturbed_attached_magnet_4cm.hdf5,VQF,1.5980312189194912,1.456153659158156,0.6582883666210491,
36_disturbed_attached_magnet_5cm.hdf5,Complementary,4.523915960155073,4.089657788426524,1.9342992455361185,
36_disturbed_attached_magnet_5cm.hdf5,Mahony,5.036927530074487,3.4508350158564056,3.669636782299055,
36_disturbed_attached_magnet_5cm.hdf5,Madgwick,2.6404890520706634,1.174245915249123,2.3650639353837426,
36_disturbed_attached_magnet_5cm.hdf5,MEKF,8.152109285538016,7.890675955072286,2.0494355353476092,
36_disturbed_attached_magnet_5cm.hdf5,ARBITER,4.324968319366362,3.20285042913895,2.906676009358081,
36_disturbed_attached_magnet_5cm.hdf5,VQF,1.7257003988488273,1.486210865760468,0.8770691088291657,
37_disturbed_office_A.hdf5,Complementary,8.212725927163472,8.05619301002013,1.5964440741013235,
37_disturbed_office_A.hdf5,Mahony,6.343844579025864,5.539224365102534,3.0932770110180736,
37_disturbed_office_A.hdf5,Madgwick,6.7333915766995664,6.2274175459935055,2.561796923502297,
37_disturbed_office_A.hdf5,MEKF,10.550961965269327,10.421433668509898,1.64964444234293,
37_disturbed_office_A.hdf5,ARBITER,7.4944392455230044,6.482722162728017,3.7629067330442636,
37_disturbed_office_A.hdf5,VQF,0.9804996180638955,0.763691010948898,0.6149489989337614,
38_disturbed_office_B.hdf5,Complementary,4.23607104746716,4.046340049829626,1.2537495057537085,
38_disturbed_office_B.hdf5,Mahony,4.595729967852579,3.1708554974559067,3.3270807984429447,
38_disturbed_office_B.hdf5,Madgwick,3.784223429857203,2.679890921199388,2.6720403396651453,
38_disturbed_office_B.hdf5,MEKF,7.8685122385687,7.694116652313563,1.6487026177866246,
38_disturbed_office_B.hdf5,ARBITER,6.367052143003698,2.810261779617353,5.713819547789498,
38_disturbed_office_B.hdf5,VQF,2.618996307078303,2.5607042370131143,0.5495276421761642,
39_disturbed_mixed.hdf5,Complementary,10.414371454704025,8.376240388637774,6.213622599368096,
39_disturbed_mixed.hdf5,Mahony,6.792412096068241,5.2559693400400365,4.309581737840815,
39_disturbed_mixed.hdf5,Madgwick,2.6577905069530297,1.7349674645752886,2.0134842756015465,
39_disturbed_mixed.hdf5,MEKF,12.870857719185404,11.802108925104234,5.200276092006304,
39_disturbed_mixed.hdf5,ARBITER,3.973786182576042,3.2998490915556595,2.2143178006744497,
39_disturbed_mixed.hdf5,VQF,2.6738514721920223,2.5765466509770323,0.7148315949836466,
